,address,count,위도,경도
140,서울특별시 영등포구 대림동 780,6,37.4957573,126.899936
141,서울특별시 영등포구 여의도동 34-7,5,37.5267088,126.9238
142,서울특별시 영등포구 문래동3가 77-6,5,37.51702,126.89591
143,서울특별시 영등포구 영등포동8가 62-4,5,37.52872,126.90411
144,서울특별시 영등포구 문래동3가 18,5,37.51702,126.89591
145,서울특별시 영등포구 문래동3가 54-12,5,37.51702,126.89591
146,서울특별시 영등포구 영등포동4가 442-5,5,37.51777,126.90368
147,서울특별시 영등포구 대림동 646-1,5,37.4957573,126.899936
148,서울특별시 영등포구 문래동3가 55-5,5,37.51702,126.89591
149,서울특별시 영등포구 여의도동 43-2,5,37.5267088,126.9238
150,서울특별시 영등포구 대림동 646-4,5,37.4957573,126.899936
151,서울특별시 영등포구 여의도동 46,5,37.523026,126.9195396
152,서울특별시 영등포구 문래동3가 82-2,5,37.51702,126.89591
153,서울특별시 영등포구 영등포동8가 74-6,5,37.52872,126.90411
154,서울특별시 영등포구 문래동5가 10,5,37.51588,126.88411
155,서울특별시 영등포구 여의도동 30,5,37.5267088,126.9238
156,서울특별시 영등포구 여의도동 21-4,5,37.5267088,126.9238
157,서울특별시 영등포구 대림동 808-32,5,37.4957573,126.899936
158,서울특별시 영등포구 대림동 669,5,37.4957573,126.899936
159,서울특별시 영등포구 여의도동 7-6,5,37.5267088,126.9238
160,서울특별시 영등포구 양평동6가 76-1,5,37.5418285,126.890214
161,서울특별시 영등포구 대림동 699,5,37.4957573,126.899936
162,서울특별시 영등포구 여의도동 2-9,5,37.5267088,126.9238
163,서울특별시 영등포구 영등포동1가 24,5,37.51509,126.91423
164,서울특별시 영등포구 여의도동 35-3,5,37.5267088,126.9238
165,서울특별시 영등포구 여의도동 7-5,5,37.5267088,126.9238
166,서울특별시 영등포구 여의도동 34-8,4,37.5267088,126.9238
167,서울특별시 영등포구 문래동3가 17,4,37.51702,126.89591
168,서울특별시 영등포구 여의도동 2-10,4,37.5267088,126.9238
169,서울특별시 영등포구 양평동4가 2,4,37.53689,126.89638
170,서울특별시 영등포구 문래동3가 55-14,4,37.51702,126.89591
171,서울특별시 영등포구 문래동3가 55-16,4,37.51702,126.89591
172,서울특별시 영등포구 문래동3가 58-91,4,37.51702,126.89591
173,서울특별시 영등포구 문래동3가 66,4,37.51702,126.89591
174,서울특별시 영등포구 문래동3가 82-1,4,37.51702,126.89591
175,서울특별시 영등포구 문래동5가 3-1,4,37.51588,126.88411
176,서울특별시 영등포구 문래동6가 11-1,4,37.51938,126.88467
177,서울특별시 영등포구 문래동6가 33-2,4,37.51938,126.88467
178,서울특별시 영등포구 문래동6가 5,4,37.51938,126.88467
179,서울특별시 영등포구 양평동4가 160-1,4,37.53689,126.89638
180,서울특별시 영등포구 양평동4가 203-2,4,37.53689,126.89638
181,서울특별시 영등포구 대림동 735,4,37.4957573,126.899936
182,서울특별시 영등포구 양평동4가 28-1,4,37.53689,126.89638
183,서울특별시 영등포구 문래동2가 1-1,4,37.5128036,126.8929788
184,서울특별시 영등포구 양평동5가 61-4,4,37.53906,126.8928
185,서울특별시 영등포구 여의도동 40-3,4,37.5267088,126.9238
186,서울특별시 영등포구 양평동5가 76,4,37.53906,126.8928
187,서울특별시 영등포구 양평동6가 24-1,4,37.5418285,126.890214
188,서울특별시 영등포구 대림동 807-4,4,37.4957573,126.899936
189,서울특별시 영등포구 대림동 760-19,4,37.4957573,126.899936
190,서울특별시 영등포구 여의도동 14-33,4,37.5267088,126.9238
191,서울특별시 영등포구 여의도동 16-3,4,37.5267088,126.9238
192,서울특별시 영등포구 여의도동 40,4,37.5267088,126.9238
193,서울특별시 영등포구 대림동 1050-40,4,37.4957573,126.899936
194,서울특별시 영등포구 여의도동 62,4,37.5267088,126.9238
195,서울특별시 영등포구 영등포동1가 35,4,37.51509,126.91423
196,서울특별시 영등포구 영등포동1가 90-1,4,37.51509,126.91423
197,서울특별시 영등포구 영등포동1가 95-2,4,37.51509,126.91423
198,서울특별시 영등포구 여의도동 48-3,4,37.5267088,126.9238
199,서울특별시 영등포구 여의도동 5-3,4,37.5267088,126.9238
200,서울특별시 영등포구 여의도동 5-5,4,37.5267088,126.9238
201,서울특별시 영등포구 영등포동7가 65-8,4,0.0,0.0
202,서울특별시 영등포구 여의도동 81,4,37.5267088,126.9238
203,서울특별시 영등포구 여의도동 8-4,4,37.5267088,126.9238
204,서울특별시 영등포구 영등포동8가 29-1,4,37.52872,126.90411
205,서울특별시 영등포구 영등포동1가 5-1,4,37.51509,126.91423
206,서울특별시 영등포구 영등포동6가 10-1,4,37.52153,126.90299
207,서울특별시 영등포구 영등포동7가 29-26,4,37.525195,126.9044507
208,서울특별시 영등포구 영등포동2가 11-12,4,37.52125,126.91222
209,서울특별시 영등포구 여의도동 53-19,4,37.5267088,126.9238
210,서울특별시 영등포구 여의도동 44-4,4,37.5267088,126.9238
211,서울특별시 영등포구 여의도동 56,4,37.5267088,126.9238
212,서울특별시 영등포구 양평동4가 68-1,3,37.53689,126.89638
213,서울특별시 영등포구 문래동3가 46,3,37.5131503,126.8972773
214,서울특별시 영등포구 문래동3가 77-4,3,37.51702,126.89591
215,서울특별시 영등포구 여의도동 16-2,3,37.5267088,126.9238
216,서울특별시 영등포구 여의도동 26-4,3,37.5267088,126.9238
217,서울특별시 영등포구 영등포동4가 147-1,3,37.51777,126.90368
218,서울특별시 영등포구 양평동4가 94,3,37.53689,126.89638
219,서울특별시 영등포구 영등포동6가 76-1,3,37.52153,126.90299
220,서울특별시 영등포구 여의도동 17,3,37.5267088,126.9238
221,서울특별시 영등포구 영등포동5가 49-1,3,37.52095,126.9066
222,서울특별시 영등포구 여의도동 25-1,3,37.5267088,126.9238
223,서울특별시 영등포구 양평동5가 1-1,3,37.53906,126.8928
224,서울특별시 영등포구 여의도동 24-1,3,37.5267088,126.9238
225,서울특별시 영등포구 양평동5가 117-2,3,37.53906,126.8928
226,서울특별시 영등포구 대림동 742-7,3,37.4957573,126.899936
227,서울특별시 영등포구 여의도동 45-3,3,37.5267088,126.9238
228,서울특별시 영등포구 문래동3가 55-19,3,37.51702,126.89591
229,서울특별시 영등포구 영등포동7가 57,3,0.0,0.0
230,서울특별시 영등포구 여의도동 61,3,37.518922,126.927142
231,서울특별시 영등포구 여의도동 5-7,3,37.5267088,126.9238
232,서울특별시 영등포구 문래동3가 55-17,3,37.51702,126.89591
233,서울특별시 영등포구 영등포동4가 442-4,3,37.51777,126.90368
234,서울특별시 영등포구 여의도동 2-5,3,37.5267088,126.9238
235,서울특별시 영등포구 영등포동1가 40-1,3,37.51509,126.91423
236,서울특별시 영등포구 대림동 692,3,37.4957573,126.899936
237,서울특별시 영등포구 영등포동4가 99,3,37.51777,126.90368
238,서울특별시 영등포구 양평동3가 78-16,3,37.5282501,126.8914746
239,서울특별시 영등포구 문래동6가 29,3,37.51938,126.88467
240,서울특별시 영등포구 문래동6가 24-1,3,37.51938,126.88467
241,서울특별시 영등포구 문래동4가 67,3,37.514477,126.8898892
242,서울특별시 영등포구 여의도동 44-21,3,37.5267088,126.9238
243,서울특별시 영등포구 문래동6가 43-1,3,37.51938,126.88467
244,서울특별시 영등포구 영등포동2가 94-23,3,37.52125,126.91222
245,서울특별시 영등포구 영등포동2가 5-1,3,37.52125,126.91222
246,서울특별시 영등포구 여의도동 44-35,3,37.5267088,126.9238
247,서울특별시 영등포구 여의도동 44,3,37.5267088,126.9238
248,서울특별시 영등포구 문래동6가 1-4,3,37.51938,126.88467
249,서울특별시 영등포구 여의도동 43-3,3,37.5267088,126.9238
250,서울특별시 영등포구 양평동3가 76-5,3,37.5282501,126.8914746
251,서울특별시 영등포구 영등포동2가 94-22,3,37.52125,126.91222
252,서울특별시 영등포구 문래동5가 4-1,3,37.51588,126.88411
253,서울특별시 영등포구 양평동3가 79-3,3,37.5282501,126.8914746
254,서울특별시 영등포구 양평동3가 82,3,37.5282501,126.8914746
255,서울특별시 영등포구 문래동3가 87-1,3,37.51702,126.89591
256,서울특별시 영등포구 여의도동 44-26,3,37.5267088,126.9238
257,서울특별시 영등포구 양평동4가 1-4,3,37.53689,126.89638
258,서울특별시 영등포구 영등포동2가 174-1,3,37.52125,126.91222
259,서울특별시 영등포구 여의도동 44-31,3,37.5267088,126.9238
260,서울특별시 영등포구 문래동1가 39-1,3,37.51217,126.89799
261,서울특별시 영등포구 여의도동 44-33,3,37.5267088,126.9238
262,서울특별시 영등포구 여의도동 40-1,3,37.5267088,126.9238
263,서울특별시 영등포구 영등포동5가 131-5,2,37.52095,126.9066
264,서울특별시 영등포구 여의도동 10-1,2,37.5267088,126.9238
265,서울특별시 영등포구 양평동5가 84-2,2,37.53906,126.8928
266,서울특별시 영등포구 여의도동 10-4,2,37.5267088,126.9238
267,서울특별시 영등포구 문래동3가 10,2,37.51702,126.89591
268,서울특별시 영등포구 문래동2가 3-4,2,37.5128036,126.8929788
269,서울특별시 영등포구 여의도동 82-9,2,37.5267088,126.9238
270,서울특별시 영등포구 영등포동8가 86-3,2,37.52872,126.90411
271,서울특별시 영등포구 문래동2가 26,2,37.5128036,126.8929788
272,서울특별시 영등포구 문래동3가 48,2,37.51702,126.89591
273,서울특별시 영등포구 양평동5가 92,2,37.53906,126.8928
274,서울특별시 영등포구 양화동 1-48,2,37.5471911,126.8861329
275,서울특별시 영등포구 문래동3가 46-2,2,37.51702,126.89591
276,서울특별시 영등포구 문래동2가 36-13,2,37.5128036,126.8929788
277,서울특별시 영등포구 문래동5가 27,2,37.51588,126.88411
278,서울특별시 영등포구 양평동6가 98-1,2,37.5418285,126.890214
279,서울특별시 영등포구 문래동2가 36-9,2,37.5128036,126.8929788
280,서울특별시 영등포구 양평동6가 91-1,2,37.5418285,126.890214
281,서울특별시 영등포구 영등포동7가 205-2,2,0.0,0.0
282,서울특별시 영등포구 여의도동 41,2,37.5267088,126.9238
283,서울특별시 영등포구 양평동4가 98-2,2,37.53689,126.89638
284,서울특별시 영등포구 문래동3가 54-9,2,37.51702,126.89591
285,서울특별시 영등포구 문래동4가 9-1,2,37.514477,126.8898892
286,서울특별시 영등포구 양평동3가 78-3,2,37.5282501,126.8914746
287,서울특별시 영등포구 영등포동3가 34,2,37.51811,126.90866
288,서울특별시 영등포구 양평동 492,2,37.5384352,126.89348681149838
289,서울특별시 영등포구 문래동4가 21-28,2,37.514477,126.8898892
290,서울특별시 영등포구 영등포동2가 30-1,2,37.52125,126.91222
291,서울특별시 영등포구 문래동6가 45,2,37.51938,126.88467
292,서울특별시 영등포구 문래동6가 3-3,2,37.51938,126.88467
293,서울특별시 영등포구 양평동5가 62-3,2,37.53906,126.8928
294,서울특별시 영등포구 영등포동2가 94-371,2,0.0,0.0
295,서울특별시 영등포구 문래동6가 10,2,37.51938,126.88467
296,서울특별시 영등포구 영등포동3가 3-9,2,37.51811,126.90866
297,서울특별시 영등포구 영등포동3가 28,2,37.51811,126.90866
298,서울특별시 영등포구 문래동5가 35,2,37.51588,126.88411
299,서울특별시 영등포구 문래동5가 21,2,37.51588,126.88411
300,서울특별시 영등포구 문래동3가 82-20,2,37.51702,126.89591
301,서울특별시 영등포구 양평동4가 15-7,2,37.53689,126.89638
302,서울특별시 영등포구 양평동4가 152,2,37.53689,126.89638
303,서울특별시 영등포구 영등포동2가 11-3,2,37.52125,126.91222
304,서울특별시 영등포구 문래동3가 76-7,2,37.51702,126.89591
305,서울특별시 영등포구 문래동3가 72-1,2,37.51702,126.89591
306,서울특별시 영등포구 문래동3가 72,2,37.51702,126.89591
307,서울특별시 영등포구 문래동3가 69-2,2,37.51702,126.89591
308,서울특별시 영등포구 양평동4가 323,2,37.53689,126.89638
309,서울특별시 영등포구 문래동3가 58-20,2,37.51702,126.89591
310,서울특별시 영등포구 여의도동 13-30,2,37.5267088,126.9238
311,서울특별시 영등포구 양평동5가 1-3,2,37.53906,126.8928
312,서울특별시 영등포구 문래동3가 55-4,2,37.51702,126.89591
313,서울특별시 영등포구 영등포동4가 442,2,37.51777,126.90368
314,서울특별시 영등포구 양평동5가 27,2,37.53906,126.8928
315,서울특별시 영등포구 영등포동1가 5,2,37.51553965,126.9074302
316,서울특별시 영등포구 영등포동4가 443-1,2,37.51777,126.90368
317,서울특별시 영등포구 여의도동 7-2,2,37.5267088,126.9238
318,서울특별시 영등포구 영등포동3가 2-21,2,37.51811,126.90866
319,서울특별시 영등포구 여의도동 27,2,37.5267088,126.9238
320,서울특별시 영등포구 여의도동 44-32,2,37.5267088,126.9238
321,서울특별시 영등포구 여의도동 36-3,2,37.5267088,126.9238
322,서울특별시 영등포구 여의도동 15-24,2,37.5267088,126.9238
323,서울특별시 영등포구 여의도동 36-2,2,37.5267088,126.9238
324,서울특별시 영등포구 대림동 779-8,2,37.4957573,126.899936
325,서울특별시 영등포구 여의도동 35-5,2,37.5267088,126.9238
326,서울특별시 영등포구 여의도동 17-1,2,37.5267088,126.9238
327,서울특별시 영등포구 대림동 777-2,2,37.4957573,126.899936
328,서울특별시 영등포구 여의도동 17-9,2,37.5267088,126.9238
329,서울특별시 영등포구 대림동 777-1,2,37.4957573,126.899936
330,서울특별시 영등포구 여의도동 35,2,37.5267088,126.9238
331,서울특별시 영등포구 여의도동 25,2,37.5267088,126.9238
332,서울특별시 영등포구 여의도동 31,2,37.5267088,126.9238
333,서울특별시 영등포구 여의도동 45-1,2,37.5267088,126.9238
334,서울특별시 영등포구 대림동 650,2,37.4957573,126.899936
335,서울특별시 영등포구 여의도동 32,2,37.5267088,126.9238
336,서울특별시 영등포구 대림동 736-2,2,37.4957573,126.899936
337,서울특별시 영등포구 여의도동 23-9,2,37.5267088,126.9238
338,서울특별시 영등포구 여의도동 33,2,37.5267088,126.9238
339,서울특별시 영등포구 여의도동 52,2,37.5267088,126.9238
340,서울특별시 영등포구 여의도동 51,2,37.5267088,126.9238
341,서울특별시 영등포구 여의도동 23-8,2,37.5267088,126.9238
342,서울특별시 영등포구 여의도동 15-22,2,37.5267088,126.9238
343,서울특별시 영등포구 여의도동 23-3,2,37.5267088,126.9238
344,서울특별시 영등포구 여의도동 7,2,37.5267088,126.9238
345,서울특별시 영등포구 영등포동8가 32-26,2,37.52872,126.90411
346,서울특별시 영등포구 영등포동8가 35-1,2,37.52872,126.90411
347,서울특별시 영등포구 여의도동 44-36,2,37.5267088,126.9238
348,서울특별시 영등포구 여의도동 44-34,2,37.5267088,126.9238
349,서울특별시 영등포구 여의도동 14-23,2,37.5267088,126.9238
350,서울특별시 영등포구 여의도동 27-3,2,37.5267088,126.9238
351,서울특별시 영등포구 대림동 806-13,2,37.4957573,126.899936
352,서울특별시 영등포구 대림동 807-2,2,37.4957573,126.899936
353,서울특별시 영등포구 여의도동 14-11,2,37.5267088,126.9238
354,서울특별시 영등포구 여의도동 44-37,2,37.5267088,126.9238
355,서울특별시 영등포구 여의도동 13-33,2,37.5267088,126.9238
356,서울특별시 영등포구 여의도동 44-12,2,37.5267088,126.9238
357,서울특별시 영등포구 여의도동 13-32,2,37.5267088,126.9238
358,서울특별시 영등포구 여의도동 4-9,2,37.5267088,126.9238
359,서울특별시 영등포구 여의도동 42,2,37.5267088,126.9238
360,서울특별시 영등포구 여의도동 14-21,2,37.5267088,126.9238
361,서울특별시 영등포구 문래동3가 93-1,1,37.51702,126.89591
362,서울특별시 영등포구 문래동3가 96,1,37.51702,126.89591
363,서울특별시 영등포구 문래동3가 94-3,1,37.51702,126.89591
364,서울특별시 영등포구 문래동3가 93-2,1,37.51702,126.89591
365,서울특별시 영등포구 문래동3가 77-3,1,37.51702,126.89591
366,서울특별시 영등포구 대림동 669-2,1,37.4957573,126.899936
367,서울특별시 영등포구 문래동3가 9-2,1,37.51702,126.89591
368,서울특별시 영등포구 문래동3가 77-58,1,37.51702,126.89591
369,서울특별시 영등포구 문래동3가 83-4,1,37.51702,126.89591
370,서울특별시 영등포구 영등포동3가 8-1,1,37.51811,126.90866
371,서울특별시 영등포구 문래동3가 82-29,1,37.51702,126.89591
372,서울특별시 영등포구 대림동 669-3,1,37.4957573,126.899936
373,서울특별시 영등포구 대림동 669-5,1,37.4957573,126.899936
374,서울특별시 영등포구 영등포동3가 36,1,37.51811,126.90866
375,서울특별시 영등포구 대림동 669-1,1,37.4957573,126.899936
376,서울특별시 영등포구 영등포동3가 7-7,1,37.51811,126.90866
377,서울특별시 영등포구 문래동3가 77-7,1,37.51702,126.89591
378,서울특별시 영등포구 문래동3가 8-14,1,37.51702,126.89591
379,서울특별시 영등포구 대림동 690-3,1,37.4957573,126.899936
380,서울특별시 영등포구 문래동4가 40-2,1,37.514477,126.8898892
381,서울특별시 영등포구 영등포동8가 74-5,1,37.52872,126.90411
382,서울특별시 영등포구 대림동 607-1,1,37.4957573,126.899936
383,서울특별시 영등포구 문래동5가 1-1,1,37.51588,126.88411
384,서울특별시 영등포구 대림동 617-2,1,37.4957573,126.899936
385,서울특별시 영등포구 대림동 616-2,1,37.4957573,126.899936
386,서울특별시 영등포구 대림동 611,1,37.4957573,126.899936
387,서울특별시 영등포구 영등포동3가 32,1,37.51811,126.90866
388,서울특별시 영등포구 대림동 608-1,1,37.5048496,126.8968027
389,서울특별시 영등포구 대림동 605-1,1,37.4957573,126.899936
390,서울특별시 영등포구 대림동 665-6,1,37.4957573,126.899936
391,서울특별시 영등포구 대림동 604-178,1,0.0,0.0
392,서울특별시 영등포구 문래동5가 13-6,1,37.51588,126.88411
393,서울특별시 영등포구 문래동5가 14,1,37.51588,126.88411
394,서울특별시 영등포구 문래동5가 19-9,1,37.51588,126.88411
395,서울특별시 영등포구 대림동 1053-17,1,37.4957573,126.899936
396,서울특별시 영등포구 문래동5가 2,1,37.51588,126.88411
397,서울특별시 영등포구 문래동4가 9-11,1,37.514477,126.8898892
398,서울특별시 영등포구 대림동 623-2,1,37.4957573,126.899936
399,서울특별시 영등포구 문래동4가 8-4,1,37.514477,126.8898892
400,서울특별시 영등포구 영등포동8가 84,1,37.52872,126.90411
401,서울특별시 영등포구 문래동4가 6-8,1,37.514477,126.8898892
